Yas;Departman;Evden_Uzaklik;Egitim_Seviyesi;Egitim_Alani;Cinsiyet;Is_Memnuniyeti;Medeni_Durum;Aylik_Gelir;Onceki_Sirket_Sayisi;Fazla_Mesai;Toplam_Calisma_Yili;Sirketteki_Yil;Son_Terfi_Suresi;Is_Seyahati;Is_Yasam_Dengesi;Is_Seviyesi;Maas_Artis_Yuzdesi;Ortam_Memnuniyeti;Mevcut_Mudurle_Yil;Istifa
38;Araştırma ve Geliştirme;15;2;Yaşam Bilimleri;Erkek;4;Boşanmış;11510;0;Evet;12;11;2;Nadiren_Seyahat;3;3;14;3;9;Hayır
31;Araştırma ve Geliştirme;7;4;Tıp;Kadın;4;Bekar;7143;1;Evet;11;11;4;Nadiren_Seyahat;2;3;14;3;10;Hayır
29;Satış;10;1;Pazarlama;Kadın;2;Boşanmış;8268;1;Evet;7;7;1;Nadiren_Seyahat;3;2;14;4;7;Hayır
35;Araştırma ve Geliştirme;5;4;Teknik Derece;Erkek;2;Bekar;8095;0;Hayır;17;16;0;Nadiren_Seyahat;3;3;13;3;13;Hayır
23;Araştırma ve Geliştirme;26;1;Yaşam Bilimleri;Erkek;4;Boşanmış;2904;1;Hayır;4;4;0;Nadiren_Seyahat;2;1;12;3;2;Hayır
41;Araştırma ve Geliştirme;6;3;Tıp;Erkek;2;Bekar;6032;6;Evet;8;5;1;Nadiren_Seyahat;3;2;15;4;2;Hayır
47;Satış;4;1;Tıp;Erkek;3;Bekar;2976;3;Hayır;5;0;0;Sık_Seyahat;3;2;19;2;0;Hayır
42;Araştırma ve Geliştirme;23;5;Yaşam Bilimleri;Kadın;4;Bekar;15992;2;Hayır;16;1;0;Nadiren_Seyahat;3;4;14;1;0;Hayır
29;Satış;2;3;Yaşam Bilimleri;Erkek;3;Evli;4649;1;Hayır;4;4;0;Seyahat_Etmiyor;2;2;14;4;2;Hayır
42;İnsan Kaynakları;2;1;Teknik Derece;Erkek;3;Boşanmış;2696;0;Evet;4;3;1;Nadiren_Seyahat;3;1;11;3;0;Hayır
32;Araştırma ve Geliştirme;2;3;Tıp;Kadın;2;Evli;2370;1;Hayır;8;8;0;Nadiren_Seyahat;3;1;13;3;7;Hayır
48;Satış;29;1;Tıp;Kadın;3;Evli;12504;3;Hayır;15;0;0;Nadiren_Seyahat;1;3;21;1;0;Hayır
37;Araştırma ve Geliştirme;6;3;Tıp;Erkek;1;Boşanmış;5974;4;Evet;13;7;6;Nadiren_Seyahat;3;2;13;3;7;Hayır
30;Satış;25;2;Teknik Derece;Kadın;3;Evli;4736;7;Evet;4;2;2;Seyahat_Etmiyor;4;2;12;4;2;Hayır
26;Satış;1;3;Yaşam Bilimleri;Erkek;3;Evli;5296;1;Hayır;8;8;7;Nadiren_Seyahat;3;2;17;3;7;Hayır
42;Araştırma ve Geliştirme;2;4;Diğer;Erkek;4;Bekar;6781;3;Hayır;14;1;0;Nadiren_Seyahat;3;2;23;1;0;Hayır
21;Satış;1;1;Teknik Derece;Kadın;2;Bekar;2174;1;Evet;3;3;1;Sık_Seyahat;3;1;11;1;2;Evet
36;Satış;1;5;Tıp;Kadın;4;Bekar;6653;4;Hayır;7;1;0;Seyahat_Etmiyor;3;2;15;4;0;Hayır
36;Satış;3;4;Tıp;Erkek;4;Evli;9699;4;Hayır;16;13;1;Sık_Seyahat;3;3;11;1;12;Hayır
57;Araştırma ve Geliştirme;1;4;Tıp;Erkek;3;Evli;6755;2;Hayır;15;3;1;Nadiren_Seyahat;3;2;11;4;2;Hayır
40;Araştırma ve Geliştirme;10;4;Yaşam Bilimleri;Kadın;3;Evli;2213;3;Evet;10;7;1;Nadiren_Seyahat;3;1;13;4;7;Hayır
21;Satış;9;2;Tıp;Erkek;4;Bekar;2610;1;Hayır;3;3;2;Seyahat_Etmiyor;2;1;24;1;2;Hayır
33;Satış;5;3;Pazarlama;Kadın;3;Bekar;2851;1;Evet;1;1;0;Nadiren_Seyahat;3;1;13;4;0;Evet
37;Araştırma ve Geliştirme;10;3;Tıp;Kadın;1;Evli;3452;6;Hayır;17;5;0;Nadiren_Seyahat;3;1;20;3;3;Hayır
46;Araştırma ve Geliştirme;7;4;Tıp;Kadın;3;Evli;5258;2;Hayır;7;1;0;Seyahat_Etmiyor;4;2;14;3;0;Hayır
41;Satış;4;3;Pazarlama;Erkek;2;Bekar;9355;1;Hayır;8;8;7;Sık_Seyahat;3;2;18;1;7;Evet
50;Araştırma ve Geliştirme;10;3;Teknik Derece;Erkek;4;Bekar;10496;6;Hayır;20;4;1;Nadiren_Seyahat;3;3;15;4;3;Hayır
40;Satış;22;2;Pazarlama;Erkek;3;Evli;6380;2;Evet;8;6;1;Nadiren_Seyahat;3;2;12;3;0;Evet
31;Araştırma ve Geliştirme;9;4;Yaşam Bilimleri;Erkek;2;Bekar;2657;0;Evet;3;2;2;Nadiren_Seyahat;3;1;16;3;2;Hayır
21;Satış;12;3;Yaşam Bilimleri;Kadın;2;Bekar;2716;1;Hayır;1;1;0;Nadiren_Seyahat;3;1;15;3;0;Evet
29;Araştırma ve Geliştirme;23;3;Yaşam Bilimleri;Erkek;4;Bekar;2201;9;Hayır;6;3;1;Nadiren_Seyahat;3;1;16;4;2;Hayır
35;Araştırma ve Geliştirme;9;4;Yaşam Bilimleri;Erkek;2;Bekar;6540;9;Hayır;10;1;0;Nadiren_Seyahat;3;2;19;3;0;Hayır
27;Araştırma ve Geliştirme;1;2;Tıp;Erkek;2;Boşanmış;3816;1;Hayır;5;5;0;Nadiren_Seyahat;3;1;11;4;4;Hayır
28;Satış;9;4;Yaşam Bilimleri;Erkek;4;Bekar;5253;1;Hayır;7;7;0;Nadiren_Seyahat;3;2;16;2;7;Hayır
49;Araştırma ve Geliştirme;7;3;Diğer;Erkek;3;Bekar;10965;8;Hayır;26;5;0;Nadiren_Seyahat;3;3;24;2;0;Hayır
51;Satış;14;2;Yaşam Bilimleri;Kadın;4;Evli;4936;4;Hayır;18;7;0;Nadiren_Seyahat;2;2;11;3;7;Hayır
36;Araştırma ve Geliştirme;2;3;Yaşam Bilimleri;Kadın;3;Evli;2543;4;Hayır;6;2;2;Nadiren_Seyahat;3;1;13;4;2;Hayır
34;Satış;19;3;Pazarlama;Erkek;4;Bekar;5304;8;Evet;9;5;0;Seyahat_Etmiyor;2;2;13;1;4;Evet
55;Araştırma ve Geliştirme;2;3;Yaşam Bilimleri;Kadın;4;Bekar;16659;2;Evet;30;5;1;Nadiren_Seyahat;3;4;13;3;2;Hayır
24;Satış;10;4;Pazarlama;Kadın;3;Boşanmış;4260;1;Evet;5;5;0;Nadiren_Seyahat;4;2;12;4;3;Hayır
30;Satış;2;1;Teknik Derece;Erkek;2;Evli;2476;1;Hayır;1;1;0;Nadiren_Seyahat;3;1;18;3;0;Hayır
26;NaN;3;1;Teknik Derece;Erkek;1;Bekar;3102;0;Hayır;7;6;0;Sık_Seyahat;3;1;22;3;4;Evet
22;Araştırma ve Geliştirme;11;3;Tıp;Kadın;2;Evli;2244;1;Hayır;2;2;1;Nadiren_Seyahat;3;1;13;1;2;Hayır
36;Satış;2;2;Tıp;Erkek;3;Evli;7596;1;Hayır;10;10;9;Nadiren_Seyahat;3;3;13;2;0;Hayır
30;Araştırma ve Geliştirme;4;3;Teknik Derece;Erkek;4;Bekar;2285;9;Evet;3;1;0;Sık_Seyahat;3;1;23;3;0;Evet
37;Araştırma ve Geliştirme;14;3;Yaşam Bilimleri;Kadın;1;Boşanmış;3034;1;Hayır;18;18;12;Nadiren_Seyahat;2;1;12;4;17;Hayır
40;Satış;2;2;Pazarlama;Kadın;2;Boşanmış;5715;7;Hayır;8;5;1;Nadiren_Seyahat;3;2;12;4;3;Hayır
42;Araştırma ve Geliştirme;1;4;Yaşam Bilimleri;Kadın;1;Boşanmış;2576;3;Hayır;8;5;1;Nadiren_Seyahat;3;1;16;2;2;Hayır
37;Araştırma ve Geliştirme;10;4;Yaşam Bilimleri;Erkek;2;Bekar;4197;2;Evet;18;1;0;Nadiren_Seyahat;2;2;12;3;1;Hayır
43;Araştırma ve Geliştirme;12;3;Yaşam Bilimleri;Erkek;2;Boşanmış;14336;1;Hayır;25;25;3;Nadiren_Seyahat;3;4;11;1;9;Hayır
40;Araştırma ve Geliştirme;2;3;Tıp;Kadın;3;Evli;3448;6;Hayır;20;1;0;Nadiren_Seyahat;3;2;22;2;0;Hayır
54;Araştırma ve Geliştirme;5;2;Tıp;Erkek;1;Evli;19406;4;Hayır;24;4;1;Nadiren_Seyahat;2;5;11;1;2;Hayır
34;Satış;4;4;Pazarlama;Kadın;3;Evli;6538;9;Hayır;6;3;1;Seyahat_Etmiyor;3;2;15;3;2;Hayır
31;Araştırma ve Geliştirme;7;2;Tıp;Kadın;1;Evli;4306;1;Hayır;13;13;3;Nadiren_Seyahat;1;2;12;2;12;Hayır
43;Araştırma ve Geliştirme;21;3;Tıp;Erkek;4;Evli;2258;7;Hayır;8;3;1;Sık_Seyahat;3;1;20;4;2;Hayır
43;Araştırma ve Geliştirme;8;4;Diğer;Kadın;3;Boşanmış;4522;4;Evet;8;5;0;Nadiren_Seyahat;3;2;14;3;2;Hayır
25;Satış;4;2;Yaşam Bilimleri;Kadın;4;Bekar;4487;1;Evet;5;5;1;Nadiren_Seyahat;3;2;11;2;3;Hayır
37;Araştırma ve Geliştirme;25;5;Tıp;Kadın;3;Evli;4449;3;Evet;15;13;10;Seyahat_Etmiyor;3;2;15;2;7;Hayır
31;Araştırma ve Geliştirme;1;2;Yaşam Bilimleri;Erkek;1;Evli;2218;1;Hayır;4;4;3;Nadiren_Seyahat;3;1;12;4;2;Hayır
39;Araştırma ve Geliştirme;1;1;Yaşam Bilimleri;Erkek;3;Boşanmış;19197;1;Evet;21;21;1;Sık_Seyahat;3;5;14;2;6;Hayır
56;Satış;6;3;Yaşam Bilimleri;Kadın;1;Evli;13212;9;Hayır;36;7;7;Sık_Seyahat;2;4;11;3;7;Hayır
30;Satış;12;3;Teknik Derece;Kadın;3;Bekar;6577;0;Hayır;6;5;4;Nadiren_Seyahat;3;2;11;2;4;Hayır
41;Satış;1;3;Pazarlama;Erkek;1;Evli;8392;1;Hayır;10;10;0;Nadiren_Seyahat;3;3;16;2;7;Hayır
28;Araştırma ve Geliştirme;17;2;Tıp;Erkek;1;Boşanmış;4558;1;Hayır;10;10;1;Nadiren_Seyahat;3;2;12;3;8;Hayır
25;Araştırma ve Geliştirme;3;3;Tıp;Erkek;1;Evli;4031;5;Hayır;6;2;0;Nadiren_Seyahat;3;1;13;1;2;Evet
52;Araştırma ve Geliştirme;3;3;Tıp;Erkek;3;Evli;7969;2;Evet;28;5;0;Nadiren_Seyahat;3;3;14;4;4;Hayır
45;Araştırma ve Geliştirme;10;2;Yaşam Bilimleri;Erkek;4;Evli;2654;3;Hayır;8;2;0;Nadiren_Seyahat;2;1;21;1;2;Hayır
52;Araştırma ve Geliştirme;4;2;Yaşam Bilimleri;Kadın;4;Evli;16555;2;Hayır;31;5;1;Nadiren_Seyahat;1;4;13;4;4;Hayır
42;Araştırma ve Geliştirme;29;2;Yaşam Bilimleri;Kadın;3;Boşanmış;4556;2;Hayır;19;5;0;Sık_Seyahat;3;2;11;1;2;Hayır
30;Araştırma ve Geliştirme;2;3;Yaşam Bilimleri;Kadın;4;Bekar;6091;2;Hayır;11;5;0;Nadiren_Seyahat;3;2;20;3;2;Hayır
60;Araştırma ve Geliştirme;7;3;Yaşam Bilimleri;Kadın;1;Evli;19566;5;Hayır;33;29;11;Nadiren_Seyahat;1;5;11;1;10;Hayır
46;Araştırma ve Geliştirme;18;3;Tıp;Kadın;3;Boşanmış;4810;2;Hayır;19;10;0;Nadiren_Seyahat;2;2;14;3;8;Hayır
42;Araştırma ve Geliştirme;28;4;Teknik Derece;Kadın;4;Evli;4523;0;Hayır;7;6;0;Sık_Seyahat;4;2;11;4;4;Hayır
24;Satış;1;1;Teknik Derece;Kadın;2;Bekar;3202;1;Evet;6;5;1;Nadiren_Seyahat;3;1;16;1;4;Evet
34;Satış;6;2;Pazarlama;Kadın;3;Boşanmış;2351;0;Hayır;3;2;1;Sık_Seyahat;2;1;16;4;0;Evet
38;Araştırma ve Geliştirme;2;2;Yaşam Bilimleri;Erkek;4;Evli;1702;1;Evet;1;1;0;Sık_Seyahat;3;1;23;4;0;Hayır
40;Satış;2;4;Yaşam Bilimleri;Kadın;3;Evli;18041;0;Hayır;21;20;1;Nadiren_Seyahat;3;5;14;3;12;Hayır
26;Araştırma ve Geliştirme;23;3;Yaşam Bilimleri;Kadın;4;Boşanmış;2886;1;Hayır;3;3;0;Nadiren_Seyahat;1;1;22;1;2;Hayır
30;Araştırma ve Geliştirme;3;3;Yaşam Bilimleri;Erkek;4;Evli;2097;4;Hayır;9;5;1;Seyahat_Etmiyor;1;1;15;3;4;Hayır
29;Araştırma ve Geliştirme;3;4;Tıp;Erkek;3;Evli;11935;1;Hayır;10;10;0;Nadiren_Seyahat;3;3;18;2;7;Hayır
29;Araştırma ve Geliştirme;25;5;Teknik Derece;Kadın;2;Evli;2546;5;Hayır;6;2;1;Nadiren_Seyahat;4;1;16;3;1;Evet
19;İnsan Kaynakları;2;2;Teknik Derece;Erkek;4;Bekar;2564;1;Hayır;1;1;0;Nadiren_Seyahat;4;1;12;1;0;Evet
30;Satış;22;4;Diğer;Kadın;1;Evli;8412;0;Hayır;10;9;7;Seyahat_Etmiyor;3;3;11;3;8;Hayır
57;Satış;29;3;Pazarlama;Erkek;4;Boşanmış;14118;3;Hayır;32;1;0;Nadiren_Seyahat;2;4;12;1;0;Hayır
50;Araştırma ve Geliştirme;29;4;Yaşam Bilimleri;Erkek;3;Evli;17046;0;Hayır;28;27;15;Nadiren_Seyahat;3;4;15;2;7;Hayır
30;Araştırma ve Geliştirme;2;3;Tıp;Kadın;4;Bekar;2564;0;Hayır;12;11;6;Seyahat_Etmiyor;2;1;14;3;7;Hayır
60;Satış;28;3;Pazarlama;Kadın;1;Evli;10266;4;Hayır;22;18;13;Sık_Seyahat;4;3;19;3;11;Hayır
47;Araştırma ve Geliştirme;2;2;Tıp;Kadın;4;Boşanmış;5070;5;Hayır;20;5;0;Nadiren_Seyahat;3;2;13;1;4;Hayır
46;Araştırma ve Geliştirme;2;3;Yaşam Bilimleri;Erkek;3;Evli;17861;6;Hayır;26;3;0;Nadiren_Seyahat;1;4;13;1;1;Hayır
35;Araştırma ve Geliştirme;22;3;Yaşam Bilimleri;Erkek;3;Bekar;4230;0;Hayır;6;5;4;Nadiren_Seyahat;3;1;15;4;3;Hayır
54;Araştırma ve Geliştirme;8;4;Yaşam Bilimleri;Kadın;3;Bekar;3780;7;Hayır;19;1;0;Nadiren_Seyahat;3;2;11;3;0;Hayır
34;Araştırma ve Geliştirme;2;4;Yaşam Bilimleri;Erkek;3;Boşanmış;2768;3;Hayır;14;7;5;Nadiren_Seyahat;3;1;12;4;7;Hayır
46;Satış;10;3;Pazarlama;Kadın;4;Evli;9071;2;Evet;15;3;1;Nadiren_Seyahat;3;3;19;3;2;Hayır
31;Araştırma ve Geliştirme;9;1;Yaşam Bilimleri;Erkek;2;Boşanmış;10648;1;Hayır;13;13;0;Nadiren_Seyahat;4;3;25;3;8;Hayır
33;Araştırma ve Geliştirme;15;1;Tıp;Erkek;3;Evli;13610;7;Evet;15;7;7;Nadiren_Seyahat;4;3;12;2;7;Evet
33;Araştırma ve Geliştirme;10;1;Tıp;Erkek;4;Boşanmış;3408;7;Hayır;8;4;1;Nadiren_Seyahat;3;1;13;1;3;Evet
30;Satış;7;1;Pazarlama;Erkek;2;Bekar;2983;0;Hayır;4;3;1;Nadiren_Seyahat;3;1;14;4;2;Hayır
35;Araştırma ve Geliştirme;16;3;Yaşam Bilimleri;Erkek;3;Evli;7632;4;Evet;10;8;0;Nadiren_Seyahat;3;3;12;4;0;Hayır
31;Araştırma ve Geliştirme;20;3;Yaşam Bilimleri;Erkek;3;Evli;9824;3;Hayır;12;1;0;Sık_Seyahat;3;3;12;1;0;Evet
34;İnsan Kaynakları;23;3;İnsan Kaynakları;Kadın;1;Boşanmış;9950;9;Evet;11;3;0;Sık_Seyahat;3;3;15;2;2;Evet
42;Araştırma ve Geliştirme;5;2;Diğer;Erkek;3;Evli;2093;4;Hayır;8;2;2;Sık_Seyahat;3;1;17;2;0;Hayır
36;Satış;10;4;Tıp;Erkek;4;Bekar;9980;1;Hayır;10;10;9;Seyahat_Etmiyor;2;3;14;2;7;Hayır
22;Araştırma ve Geliştirme;4;1;Teknik Derece;Erkek;3;Bekar;3894;5;Hayır;4;2;1;Sık_Seyahat;3;1;16;3;2;Evet
48;Satış;2;5;Pazarlama;Kadın;4;Evli;4051;2;Hayır;14;9;6;Nadiren_Seyahat;3;2;14;2;7;Hayır
55;Satış;18;5;Yaşam Bilimleri;Kadın;2;Bekar;16835;3;Hayır;37;10;7;Nadiren_Seyahat;3;4;23;1;7;Hayır
41;Satış;10;2;Yaşam Bilimleri;Erkek;4;Bekar;6230;7;Hayır;16;14;1;Seyahat_Etmiyor;3;2;14;4;10;Hayır
35;Satış;1;3;Pazarlama;Erkek;3;Evli;4717;9;Hayır;15;11;6;Nadiren_Seyahat;3;2;11;2;9;Hayır
40;Araştırma ve Geliştirme;6;3;Yaşam Bilimleri;Kadın;3;Bekar;13237;7;Hayır;22;20;5;Nadiren_Seyahat;3;4;15;2;13;Hayır
39;Araştırma ve Geliştirme;8;1;Yaşam Bilimleri;Kadın;3;Evli;3755;1;Hayır;8;8;0;Sık_Seyahat;3;1;11;3;7;Hayır
31;Satış;2;1;Yaşam Bilimleri;Erkek;4;Bekar;6582;4;Evet;10;6;0;Nadiren_Seyahat;4;2;13;2;5;Hayır
42;Araştırma ve Geliştirme;24;3;Tıp;Erkek;1;Evli;7406;1;Evet;10;10;5;Nadiren_Seyahat;2;3;21;4;8;Hayır
45;Satış;2;3;Diğer;Erkek;2;Evli;4805;0;Hayır;9;8;3;Nadiren_Seyahat;4;2;19;4;7;Hayır
26;İnsan Kaynakları;17;4;Yaşam Bilimleri;Kadın;3;Boşanmış;2741;0;Evet;8;7;1;Sık_Seyahat;2;1;11;2;0;Evet
29;Araştırma ve Geliştirme;NaN;3;Teknik Derece;Erkek;4;Boşanmış;4262;4;Hayır;8;3;1;Nadiren_Seyahat;4;2;12;4;2;Hayır
33;Araştırma ve Geliştirme;1;5;Tıp;Kadın;3;Boşanmış;16184;4;Hayır;10;6;0;Nadiren_Seyahat;3;4;19;1;5;Hayır
31;Satış;7;3;Yaşam Bilimleri;Erkek;4;Boşanmış;11557;9;Hayır;10;5;0;Nadiren_Seyahat;2;3;21;3;1;Hayır
18;Satış;5;3;Pazarlama;Erkek;2;Bekar;1878;1;Evet;0;0;0;Sık_Seyahat;3;1;14;2;0;Evet
40;Satış;28;3;Diğer;Erkek;1;Boşanmış;10932;3;Hayır;20;1;0;Seyahat_Etmiyor;3;3;15;3;1;Hayır
41;Araştırma ve Geliştirme;2;4;Diğer;Kadın;3;Bekar;6811;2;Evet;10;8;0;Seyahat_Etmiyor;3;2;17;1;7;Hayır
26;Satış;29;2;Tıp;Erkek;3;Boşanmış;4306;5;Hayır;8;0;0;Nadiren_Seyahat;3;2;12;1;0;Hayır
35;Satış;1;3;Tıp;Kadın;3;Bekar;4859;1;Hayır;5;5;0;Nadiren_Seyahat;3;2;16;1;3;Hayır
34;Satış;21;4;Yaşam Bilimleri;Erkek;4;Bekar;5337;1;Hayır;10;10;5;Nadiren_Seyahat;3;2;12;4;7;Hayır
26;Araştırma ve Geliştirme;24;3;Teknik Derece;Erkek;4;Bekar;2340;1;Evet;1;1;0;Nadiren_Seyahat;1;1;18;3;0;Evet
37;Araştırma ve Geliştirme;1;3;Teknik Derece;Kadın;4;Bekar;7491;4;Hayır;12;6;1;Nadiren_Seyahat;4;3;17;2;2;Hayır
46;Araştırma ve Geliştirme;18;1;Tıp;Kadın;3;Evli;10527;5;Hayır;28;2;1;Sık_Seyahat;2;3;11;1;2;Hayır
41;Satış;2;5;Yaşam Bilimleri;Kadın;1;Evli;16595;7;Hayır;22;18;11;Nadiren_Seyahat;3;4;16;2;8;Hayır
37;Satış;9;4;Tıp;Erkek;2;Boşanmış;8834;1;Hayır;9;9;7;Seyahat_Etmiyor;3;3;13;1;7;Hayır
52;Araştırma ve Geliştirme;6;2;Teknik Derece;Erkek;1;Boşanmış;5577;3;Evet;18;10;6;Nadiren_Seyahat;3;2;12;4;9;Hayır
32;Satış;11;4;Diğer;Erkek;3;Evli;4707;8;Hayır;6;4;1;Seyahat_Etmiyor;3;2;12;4;2;Evet
24;Satış;24;3;Tıp;Erkek;4;Evli;2400;0;Hayır;3;2;2;Sık_Seyahat;3;1;13;4;1;Hayır
38;Araştırma ve Geliştirme;10;3;Tıp;Kadın;3;Evli;9824;3;Hayır;18;1;0;Nadiren_Seyahat;3;2;19;3;0;Hayır
37;Araştırma ve Geliştirme;1;4;Yaşam Bilimleri;Kadın;2;Evli;6447;6;Hayır;8;6;4;Nadiren_Seyahat;2;2;12;2;3;Hayır
49;Araştırma ve Geliştirme;18;4;Yaşam Bilimleri;Erkek;3;Boşanmış;19502;1;Evet;31;31;0;Nadiren_Seyahat;3;5;17;4;9;Hayır
24;Araştırma ve Geliştirme;23;3;Tıp;Erkek;4;Evli;2725;1;Evet;6;6;1;Nadiren_Seyahat;3;1;11;2;4;Hayır
26;Satış;28;2;Pazarlama;Erkek;2;Evli;6272;1;Hayır;6;5;1;Nadiren_Seyahat;4;2;20;1;4;Hayır
24;Araştırma ve Geliştirme;17;2;Diğer;Erkek;2;Evli;2127;1;Hayır;1;1;0;Nadiren_Seyahat;3;1;21;4;0;Hayır
50;İnsan Kaynakları;3;3;Tıp;Erkek;2;Evli;18200;1;Hayır;32;32;10;Sık_Seyahat;3;5;11;1;7;Hayır
25;Satış;13;1;Tıp;Erkek;3;Evli;2096;1;Hayır;7;7;0;Nadiren_Seyahat;3;1;11;2;6;Hayır
24;Araştırma ve Geliştirme;7;3;Yaşam Bilimleri;Kadın;3;Evli;2886;1;Evet;6;6;1;Sık_Seyahat;3;1;16;1;2;Evet
30;Satış;12;4;Yaşam Bilimleri;Erkek;1;Evli;2033;1;Hayır;1;1;0;Sık_Seyahat;4;1;18;2;0;Evet
34;Araştırma ve Geliştirme;1;2;Yaşam Bilimleri;Erkek;4;Evli;3622;1;Evet;6;6;1;Nadiren_Seyahat;3;1;13;2;3;Hayır
31;Satış;13;4;Tıp;Erkek;1;Boşanmış;4233;2;Hayır;9;3;1;Nadiren_Seyahat;1;2;17;2;2;Evet
35;Araştırma ve Geliştirme;25;2;Diğer;Erkek;4;Bekar;3681;4;Hayır;9;3;0;Nadiren_Seyahat;3;2;14;1;2;Hayır
31;Satış;6;4;Tıp;Erkek;4;Boşanmış;5460;4;Hayır;13;7;5;Nadiren_Seyahat;4;2;22;1;7;Hayır
27;Araştırma ve Geliştirme;6;4;Tıp;Kadın;3;Boşanmış;2187;0;Hayır;6;5;0;Nadiren_Seyahat;2;1;12;1;3;Hayır
37;Satış;2;3;Pazarlama;Erkek;3;Evli;9602;4;Evet;17;3;1;Nadiren_Seyahat;2;2;11;4;0;Hayır
20;Araştırma ve Geliştirme;1;3;Yaşam Bilimleri;Kadın;2;Bekar;2836;1;Hayır;1;1;0;Nadiren_Seyahat;4;1;13;4;0;Hayır
42;Araştırma ve Geliştirme;2;4;Yaşam Bilimleri;Kadın;4;Evli;4089;1;Hayır;10;10;2;Nadiren_Seyahat;3;2;13;3;2;Hayır
43;Araştırma ve Geliştirme;6;4;Diğer;Erkek;4;Boşanmış;16627;4;Evet;21;1;0;Nadiren_Seyahat;2;4;14;2;0;Hayır
38;NaN;1;1;Yaşam Bilimleri;Kadın;1;Bekar;2619;3;Hayır;8;0;0;Nadiren_Seyahat;2;1;17;3;0;Hayır
43;Araştırma ve Geliştirme;9;5;Tıp;Erkek;3;Boşanmış;5679;3;Evet;10;8;4;Sık_Seyahat;3;2;13;4;7;Hayır
48;Araştırma ve Geliştirme;1;4;Yaşam Bilimleri;Kadın;1;Evli;15402;7;Hayır;21;3;0;Nadiren_Seyahat;1;4;11;4;2;Hayır
44;İnsan Kaynakları;1;4;Yaşam Bilimleri;Kadın;3;Bekar;5985;4;Hayır;10;2;0;Nadiren_Seyahat;4;2;11;1;2;Hayır
34;Satış;14;3;Teknik Derece;Kadın;3;Boşanmış;2579;1;Evet;8;8;0;Nadiren_Seyahat;3;1;18;3;6;Hayır
27;Satış;2;1;Pazarlama;Erkek;1;Boşanmış;3041;0;Hayır;5;4;0;Nadiren_Seyahat;3;1;11;3;2;Evet
21;Satış;22;1;Teknik Derece;Erkek;3;Bekar;3447;1;Hayır;3;3;1;Nadiren_Seyahat;3;1;11;3;2;Hayır
44;Araştırma ve Geliştirme;3;4;Diğer;Erkek;4;Evli;19513;4;Evet;26;2;0;Nadiren_Seyahat;4;5;12;4;1;Hayır
22;Araştırma ve Geliştirme;6;1;Tıp;Erkek;3;Evli;2773;0;Hayır;3;2;2;Nadiren_Seyahat;3;1;20;1;2;Hayır
33;Satış;8;4;Pazarlama;Erkek;3;Boşanmış;7104;0;Hayır;6;5;1;Nadiren_Seyahat;3;2;12;3;2;Hayır
32;Araştırma ve Geliştirme;9;4;Yaşam Bilimleri;Kadın;4;Evli;6322;1;Evet;6;6;0;Nadiren_Seyahat;2;2;12;1;5;Hayır
30;Araştırma ve Geliştirme;3;3;Tıp;Kadın;3;Boşanmış;2083;1;Hayır;1;1;0;Sık_Seyahat;3;1;20;3;0;Hayır
53;Satış;1;1;Tıp;Kadın;1;Bekar;8381;7;Hayır;18;14;8;Nadiren_Seyahat;4;2;20;4;10;Hayır
34;Araştırma ve Geliştirme;1;5;Yaşam Bilimleri;Erkek;4;Evli;2691;1;Hayır;10;10;8;Nadiren_Seyahat;2;1;12;2;8;Hayır
45;Satış;26;4;Yaşam Bilimleri;Kadın;1;Evli;4286;2;Hayır;5;1;0;Sık_Seyahat;3;2;14;1;0;Evet
26;Araştırma ve Geliştirme;6;3;Yaşam Bilimleri;Kadın;4;Evli;2659;1;Evet;3;3;0;Nadiren_Seyahat;3;1;13;3;2;Hayır
37;Araştırma ve Geliştirme;3;3;Diğer;Erkek;3;Evli;9434;1;Hayır;10;10;7;Nadiren_Seyahat;3;3;15;3;8;Hayır
29;Satış;3;2;Tıp;Kadın;3;Evli;5561;1;Hayır;6;6;1;Nadiren_Seyahat;2;2;14;2;2;Hayır
35;Araştırma ve Geliştirme;6;4;Yaşam Bilimleri;Erkek;4;Bekar;6646;1;Hayır;17;17;11;Nadiren_Seyahat;3;2;13;2;8;Hayır
33;Araştırma ve Geliştirme;6;3;Yaşam Bilimleri;Erkek;4;Boşanmış;7725;3;Hayır;15;13;4;Sık_Seyahat;1;2;23;3;7;Hayır
54;İnsan Kaynakları;19;4;Tıp;Erkek;2;Evli;10725;2;Hayır;16;9;7;Nadiren_Seyahat;4;3;15;3;1;Hayır
36;Araştırma ve Geliştirme;9;2;Tıp;Erkek;2;Boşanmış;8847;2;Evet;13;3;0;Nadiren_Seyahat;3;2;11;2;2;Hayır
27;Araştırma ve Geliştirme;3;4;Tıp;Erkek;4;Bekar;2045;0;Hayır;5;4;1;Nadiren_Seyahat;3;1;13;1;1;Hayır
20;Araştırma ve Geliştirme;10;1;Tıp;Erkek;3;Bekar;1009;1;Evet;1;1;1;Nadiren_Seyahat;3;1;11;4;1;Evet
33;Araştırma ve Geliştirme;3;3;Yaşam Bilimleri;Erkek;1;Bekar;3348;1;Evet;10;10;9;Sık_Seyahat;3;1;11;1;7;Evet
